game_id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_teamname,team2_teamname,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team1_pt_career_overall_wins,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team2_pt_career_overall_wins,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_coaches_before_final,team2_coaches_before_final,team1_ap_preseason,team2_ap_preseason,team1_ap_final,team2_ap_final
2019-1181-1277,1181,1277,2019,1,2,W01,W02,1,2,W,W,R4W1,washington,38.9,-77.04,Duke,Michigan St,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,tom-izzo-1,Tom Izzo,21.0,21.0,13.0,13.0,7.0,7.0,601.0,230,230,27.0,5,27.0,5,601.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,55.1401869158879,38.3426966292135,75.0,13.8996138996139,41.1583011583012,31.781914893617,67.5438596491228,8.071367884452,37.6919004764426,36.736687835857396,68.3297180043384,52.3316062176166,0.0771227939484899,0.0933361085853883,73.6764,72.2812,113.184,120.204,91.745,88.2449,68.6506,67.6316,114.45700000000001,121.681,94.8722,90.5738,36.00159,-78.94226,42.724759999999996,-84.473639,3.0,10.0,5.0,7.0,4.0,10.0,5.0,6.0
2019-1181-1261,1181,1261,2019,1,3,W01,W03,1,3,W,W,R4W1,washington,38.9,-77.04,Duke,LSU,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,will-wade-1,Will Wade,0.0,2.0,0.0,0.0,0.0,0.0,44.0,20,65,26.0,5,26.0,5,135.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,53.43099460292979,32.3008849557522,75.4032258064516,12.0209059233449,49.6515679442509,34.1032608695652,68.8372093023256,7.32459521973786,34.3291139240506,39.0658174097665,46.0526315789474,44.2143727161998,0.12551827509422,0.0905801985216018,73.6764,72.2812,113.184,120.204,91.745,88.2449,70.5931,69.9424,112.47399999999999,118.62,100.645,97.6208,36.00159,-78.94226,30.414804999999998,-91.169552,3.0,,5.0,9.0,4.0,23.0,5.0,9.0
2019-1181-1439,1181,1439,2019,1,4,W01,W04,1,4,W,W,R3W1,washington,38.9,-77.04,Duke,Virginia Tech,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,buzz-williams-1,Buzz Williams,2.0,7.0,0.0,3.0,0.0,0.0,98.0,67,153,24.0,7,24.0,7,251.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,54.1928721174004,39.4094993581515,75.7798165137615,8.72641509433962,47.9952830188679,33.1770222743259,72.16035634743871,9.85324947589099,44.9509521061743,50.1469723691946,59.5873786407767,56.3768115942029,0.10267163153899,0.0780882831423304,73.6764,72.2812,113.184,120.204,91.745,88.2449,64.36,63.3196,114.00399999999999,118.551,95.6855,94.0834,36.00159,-78.94226,37.237477,-80.434849,3.0,17.0,5.0,15.0,4.0,15.0,5.0,16.0
2019-1181-1280,1181,1280,2019,1,5,W01,W05,1,5,W,W,R3W1,washington,38.9,-77.04,Duke,Mississippi St,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,ben-howland-1,Ben Howland,0.0,10.0,0.0,5.0,0.0,3.0,78.0,54,262,23.0,9,23.0,9,477.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,53.225806451612904,37.7659574468085,71.47435897435899,13.643926788685501,48.5024958402662,35.2855051244509,71.1892797319933,10.2716468590832,38.963730569948204,36.2334217506631,52.03073545554339,50.121359223301,0.11713159207936,0.0855455447770606,73.6764,72.2812,113.184,120.204,91.745,88.2449,68.5278,67.4913,111.932,117.49600000000001,101.40100000000001,96.8328,36.00159,-78.94226,33.425002,-88.87965799999999,3.0,19.0,5.0,,4.0,18.0,5.0,
2019-1181-1268,1181,1268,2019,1,6,W01,W06,1,6,W,W,R4W1,washington,38.9,-77.04,Duke,Maryland,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,mark-turgeon-1,Mark Turgeon,3.0,8.0,1.0,2.0,0.0,0.0,179.0,90,249,22.0,9,22.0,9,429.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,51.33928571428571,35.3120243531202,74.8287671232877,13.368513632365902,44.67897977132811,31.978319783197797,71.8875502008032,9.821428571428571,36.9724254361283,39.36,52.4163568773234,52.0161290322581,0.0655358974056743,0.10749773099635801,73.6764,72.2812,113.184,120.204,91.745,88.2449,66.2805,65.6956,107.334,113.946,98.4651,93.96600000000001,36.00159,-78.94226,38.988607,-76.939704,3.0,,5.0,21.0,4.0,,5.0,21.0
2019-1181-1257,1181,1257,2019,1,7,W01,W07,1,7,W,W,R4W1,washington,38.9,-77.04,Duke,Louisville,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,chris-mack-1,Chris Mack,0.0,8.0,0.0,4.0,0.0,0.0,20.0,12,109,20.0,12,20.0,12,235.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,50.5586592178771,34.1726618705036,77.4626865671642,8.04878048780488,45.6910569105691,31.710709318497898,69.6920583468395,10.614525139664801,43.7106918238994,36.8907131862494,53.38164251207729,48.3544303797468,0.0640756703154201,0.0841265603460958,73.6764,72.2812,113.184,120.204,91.745,88.2449,68.4904,67.195,107.243,113.50299999999999,97.6744,92.4983,36.00159,-78.94226,38.215752,-85.758843,3.0,,5.0,,4.0,,5.0,
2019-1181-1433,1181,1433,2019,1,8,W01,W08,1,8,W,W,R2W1,columbia,34.0,81.03,Duke,VA Commonwealth,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,mike-rhoades-1,Mike Rhoades,0.0,0.0,0.0,0.0,0.0,0.0,43.0,21,73,25.0,6,25.0,6,90.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,53.658536585365894,30.738255033557,69.7852760736196,12.3404255319149,43.8297872340426,27.627118644067803,68.9024390243902,7.5984990619137,41.137493097736105,33.4277620396601,55.430711610486895,51.0324483775811,0.11462477243611399,0.0925988357719192,73.6764,72.2812,113.184,120.204,91.745,88.2449,68.9655,68.2479,102.78,104.427,88.5061,88.741,36.00159,-78.94226,37.547631,-77.453597,3.0,,5.0,,4.0,,5.0,
2019-1181-1416,1181,1416,2019,1,9,W01,W09,1,9,W,W,R2W1,columbia,34.0,81.03,Duke,UCF,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,johnny-dawkins-1,Johnny Dawkins,0.0,1.0,0.0,1.0,0.0,0.0,66.0,32,147,23.0,7,23.0,7,222.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,52.462121212121204,35.4026845637584,64.5371577574967,12.444046553267698,44.583706356311595,31.3131313131313,64.5522388059701,8.143939393939391,36.0774818401937,38.2872928176796,53.7254901960784,54.2657342657343,0.0852914223422798,0.0833747611660487,73.6764,72.2812,113.184,120.204,91.745,88.2449,67.10600000000001,64.8462,107.069,110.45,95.5875,95.8589,36.00159,-78.94226,28.601059999999997,-81.19880500000001,3.0,,5.0,,4.0,,5.0,
2019-1181-1278,1181,1278,2019,1,10,W01,W10,1,10,W,W,R4W1,washington,38.9,-77.04,Duke,Minnesota,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,richard-pitino-1,Richard Pitino,1.0,1.0,0.0,0.0,0.0,0.0,111.0,90,104,21.0,12,21.0,12,129.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,48.3918128654971,32.129963898917,67.9455445544555,10.2564102564103,48.265460030165904,33.8781575037147,68.5512367491166,11.184210526315802,28.8241415192508,33.6668334167084,60.238095238095205,50.2304147465438,0.0702790682633956,0.0875254653832473,73.6764,72.2812,113.184,120.204,91.745,88.2449,67.9778,67.5056,103.29799999999999,110.803,101.46700000000001,96.3335,36.00159,-78.94226,44.977886,-93.235352,3.0,,5.0,,4.0,,5.0,
2019-1181-1125,1181,1125,2019,1,11,W01,W11a,1,11,W,W,R4W1,washington,38.9,-77.04,Duke,Belmont,mike-krzyzewski-1,Mike Krzyzewski,34.0,34.0,24.0,24.0,12.0,12.0,1056.0,283,342,29.0,4,29.0,4,1129.0,rick-byrd-1,Rick Byrd,7.0,7.0,0.0,0.0,0.0,0.0,414.0,218,218,26.0,4,26.0,4,414.0,58.302583025830295,30.1955990220049,68.9747003994674,16.361071932298998,44.922425952045096,29.349269588313398,69.09788867562379,7.97047970479705,37.6438104003682,34.6844771994473,52.16972034715529,48.834498834498795,0.12802671861953802,0.0882668681165759,59.4972067039106,37.1121718377088,73.5567970204842,9.12730184147318,47.237790232185795,34.6907993966817,69.811320754717,10.3351955307263,43.8284518828452,34.6757322175732,61.894736842105296,44.5121951219512,0.0890308436228876,0.0827986845692855,73.6764,72.2812,113.184,120.204,91.745,88.2449,74.2457,71.1915,116.39299999999999,114.95200000000001,99.6691,101.88600000000001,36.00159,-78.94226,36.133866,-86.794715,3.0,,5.0,,4.0,,5.0,
